xorg-server 21.1.8-1
xorg-server-common 21.1.8-1
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xdpyinfo 1.3.4-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.6-1
xorg-xkill 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorgproto 2022.2-1
xterm 382-1
xvidcore 1.3.7-2
xxhash 0.8.1-4
xz 5.4.3-1
yad 12.3-1.1
yandex-browser 23.3.3.764_1-1
yay 12.0.5-1
yelp-tools 42.1-1
yelp-xsl 42.1-1
zbar 0.23.90-3
zeromq 4.3.4-4
zimg 3.0.4-1
zlib 1:1.2.13-2
zstd 1.5.5-1
zvbi 0.2.41-1
zxing-cpp 2.0.0-2
